Author_id,Name
356,SUE MONK; SUE MONK KIDD KIDD
357,ROSEANNE J. SERRA (CO
358,BOB THIELE
359,BOB GOLDEN
360,STEVE ALLEN
361,COLLEEN MCCULLOUGH
362,JOANNE HARRIS
363,THOMAS CAHILL
364,MICHAEL HUDSON
365,JANE SMILEY
366,DICK FRANCIS
367,NORA ROBERTS
368,JEAN MARZOLLO
369,WALTER WICK
370,CAROL DEVINE CARSON
371,BARBARA DELINSKY
372,P. D. JAMES
373,ARTHUR W. UPFIELD
374,CHRISTOPHER RICE
375,REX STOUT
376,JOAN ANDERSON
377,VANCE HAVNER
378,WARREN W. WIERSBE
379,MAX LUCADO
380,LARRY CRABB
381,BARRY NEIL KAUFMAN
382,BOB SJOGREN
383,FREDERICK J. MOODY
384,NEAL PIROLO
385,WILLIAM SLEATOR
386,ANTOINE DE SAINT-EXUPERY
387,RICHARD BACH
388,KEVIN SULLIVAN
389,MICHELE MORGAN
390,SCOTT CUNNINGHAM
391,DAVID ALLEN HULSE
392,RICHARD WEBSTER
393,BERNARD KING
394,PAT HUTCHINS
395,WILLIAM SHAKESPEARE
396,ROMA GILL
397,MELISSA MCCLONE
398,CHERYL ST. JOHN
399,LEWIS CARROLL
400,MARTIN GARDNER
401,MARK TWAIN
402,MARY CROW DOG
403,RICHARD ERDOES
404,LINDA GORDON
405,FLORENCE KING
406,ALICE SEBOLD
407,SPALDING GRAY
408,THOMAS HARRIS
409,EDWARD RUTHERFURD
410,MARGARET ATWOOD
411,DOROTHY ALLISON
412,MAYA ANGELOU
413,EDITH WHARTON
414,MARY BRAVE BIRD
415,JOHN G. NEIHARDT
416,VINE DELORIA JR.
417,ROLAND WARREN
418,JOHNNY MOLLOY
419,JAMES MCCOURT
420,WAYNE KOESTENBAUM
421,ELIZABETH WURTZEL
422,BILL BRADLEY
423,DON MIGUEL RUIZ
424,PAUL LESTER
425,LEO TOLSTOY
426,SIMON NYE
427,ROBERT A JOHNSON
428,MARC GASCOIGNE
429,STEPHANIE MAZE
430,SANDRA DALLAS
431,ANNE MCCAFFREY
432,DAVID GEMMELL
433,LAURA ZIGMAN
434,MARGARET TRUMAN
435,MARK C. YOUNG
436,PAULA DANZIGER
437,TONY ROSS
438,RICHARD A. LUPOFF
439,BRUCE COVILLE
440,CARRIE A. BEBRIS
441,ELLEN CAROL DUBOIS
442,CANDICE F. RANSOM
443,SAM BOBRICK
444,JULIE STEIN
445,PRICE STERN SLOAN
446,ANNA
447,AND VOGEL
448,MALVINA (EDITOR) SEWELL
449,MARIAN LEIGHTON
450,DONNA K. GROSVENOR
451,JAMES L. STANFIELD
452,MARY WOLLSTONECRAFT SHELLEY
453,D. J. ARNESON
454,EVA CLIF
455,VALERIE BLOCK
456,LUANNE RICE
457,ELLEN GILCHRIST
458,TIM GAUTREAUX
459,RICHARD RUSSO
460,JOSTEIN GAARDER
461,ANNA QUINDLEN
462,DIANE JOHNSON
463,WALLY LAMB
464,ADELINE YEN MAH
465,BARBARA EHRENREICH
466,DOROTHY DUNNETT
467,JOHN LECARRE
468,SINGER MEDIA CORPORATION
469,EMILY DICKINSON
470,HAZEL HARRISON
471,JOSEPH GIRZONE
472,JOSEPH F. GIRZONE
473,LORRAINE ANDERSON
474,AD HUDLER
475,JOSEPHINE CARLTON
476,TED L. NANCY
477,JERRY SEINFELD
478,FRANCIS WHEEN
479,ELLEN RIMBAUER
480,JOYCE REARDON
481,STEVEN RIMBAUER
482,SIDNEY SHELDON
483,CHRISTOPHER MOORE
484,PAMELA JOHNSON
485,ROBERT LACEY
486,TIM DORSEY
487,JODI COMPTON
488,ELMORE LEONARD
489,LYNN COADY
490,JOHN LAWTON
491,EILEEN YIN-FEI LO
492,TILDEN EDWARDS
493,VIKRAM SETH
494,ELIZABETH GASKELL
495,ELIZABETH PORGES WATSON
496,ANITA DIAMANT
497,LAUREN HANEY
498,GERALD STERN
499,MARTHA GRIMES
500,HENRY JAMES
501,SARAH ORNE JEWETT
502,WILLIAM CARLOS WILLIAMS
503,RH VALUE PUBLISHING
504,HARRY KEMELMAN
505,MIL MILLINGTON
506,SUZANNE G. FARNHAM
507,JOSEPH P. GILL
508,R. TAYLOR MCLEAN
509,CZESLAW MILOSZ
510,MARGARET GUENTHER
511,ROBERTO JUARROZ
512,MARY CROW
513,HANS KMOCH
514,BARNIE F. WINKELMAN
515,EMMA MCLAUGHLIN
516,NICOLA KRAUS
517,PAUL JENNINGS
518,MARK E. NEELY JR.
519,STEPHEN J. WEININGER
520,FRANK R. STERMITZ
521,LARRY KATZENSTEIN
522,DAVID STEINMAN
523,ALFIE KOHN
524,PAULA POLK LILLARD
525,DAVID LEWIS
526,BILLIE LIVINGSTON
527,ADELE LANG
528,JEN BANBURY
529,PATRICIA DANIELS CORNWELL
530,CATHERINE COULTER
531,DOMINICK DUNNE
532,CLIVE CUSSLER
533,JOHN PASCAL
534,CARL HIAASEN
535,DIANE STEVENSON
536,JONATHAN SAFRAN FOER
537,FRANCESCA MARCIANO
538,JULIA GLASS
539,TAWNI O'DELL
540,JENNIFER WEINER
541,DANIELLE STEEL
542,LEON HALE
543,RUSSELL BANKS
544,SAMUEL TAYLOR COLERIDGE
545,BRADLEY P WARSHAUER
546,BRADLEY P. WARSHAUER
547,BOBBIE ANN MASON
548,KAREN ROBARDS
549,EMMA LATHEN
550,FAYE KELLERMAN
551,JACQUELYN MITCHARD
552,DIANE MOTT DAVIDSON
553,CANDACE BUSHNELL
554,KRISTIN HANNAH
555,MICHAEL MARSHALL
556,ALLEN WIDOME
557,WILBUR SMITH
558,MIKE THALER
559,JARED LEE
560,MICHAEL SLADE
561,JOHN SANDFORD
562,JOHN CAMP
563,TAMI HOAG
564,TED DEKKER
565,ANGELA HUNT
566,C. S LEWIS
567,WILL EISNER
568,ROBIN COOK
569,E. LYNN HARRIS
570,LINDA GOODMAN
571,ANNE RICE
572,JUDITH ROSSNER
573,MARILYN FRENCH
574,WAYNE W. DYER
575,ARMISTEAD MAUPIN
576,JULIE MORGENSTERN
577,PETER STRAUB
578,JAMES MAYBRICK
579,SHIRLEY HARRISON
580,BARBARA TAYLOR BRADFORD
581,LISA JACKSON
582,SHARYN MCCRUMB
583,COKIE ROBERTS
584,SHANA COREY
585,MARK TEAGUE
586,JESSE S. OSTROW
587,CHARLES SHAW
588,JUSTINE KORMAN
589,BILL LANGLEY
590,RON DIAS
591,WALT DISNEY P
592,PATRICIA REILLY GIFF
593,BEVERLY CLEARY
594,K. A. APPLEGATE
595,JANE YOLEN
596,GOLDEN BOOKS
597,MARVIN MILLER
598,CRAIG BOLDMAN
599,H. G. WELLS
600,RAYMOND JAMES
601,JIM DEAL
602,BOBBIE KALMAN
603,MERCEDES LACKEY
604,DOROTHY GILMAN
605,MOVEON. ORG
606,CHRISTOPHER FINCH
607,CHARLES FRAZIER
608,JULIA SPENCER-FLEMING
609,FANNIE FLAGG
610,LAURA INGALL WILDER
611,BROOKE ZIMMER
612,JOHN FONTANA
613,LISA GARDNER
614,TRACY DOCKRAY
615,GERTRUDE CHANDLER WARNER
616,LYNN S. HIGHTOWER
617,ERIC SCHLOSSER
618,SUZANNE BROCKMANN
619,GAIL CARSON LEVINE
620,FRANCES KUFFEL
621,SUSAN CONANT
622,DAVID SCHICKLER
623,JUDITH MCNAUGHT
624,JANET EVANOVICH
625,SYLVIA PLATH
626,ILONA KOIDAHL
627,FERN MICHAELS
628,BETSY BYARS
629,BRUCE STERLING
630,SARAH BAN BREATHNACH
631,ALICE HOFFMAN
632,LISA SCOTTOLINE
633,SPENCER JOHNSON
634,KENNETH BLANCHARD
635,DAVID FELDMAN
636,KAS SCHWAN
637,RICHARD BAUSCH
638,KATIE FFORDE
639,JAMES BURKE
640,BLISS BROYARD
641,SARA PARETSKY
642,CHARLES WEBB
643,ELIZABETH BENEDICT
644,STANLEY MORISON; BROOKE CRUTCHLEY (EDITOR); MIKE P
645,HENRY MILLER
646,DAVID WHYTE
647,THOMAS CUMMINGS
648,WARREN BENNIS
649,GRETCHEN M. SPREITZE
650,MARTHA BECK
651,DESMOND TUTU
652,CLAYBORNE CARSON
653,KRIS SHEPARD
654,ANDREW YOUNG
655,JACK KEROUAC
656,ANN CHARTERS
657,MARTIN BUBER
658,WALTER KAUFMANN
659,NICCOLÒ MACHIAVELLI
660,N. H. THOMPSON
661,PAUL MONETTE
662,ERNEST HEMINGWAY
663,MELODY CARLSON
664,ALISA KWITNEY
665,BILLIE LETTS
666,MELISSA BANK
667,RENA KORNREICH GELISSEN
668,HEATHER DUNE MACADAM
669,MOON UNIT ZAPPA
670,TED MOONEY
671,SUSAN WIGGS
672,GWYN HYMAN RUBIO
673,ELISABETH ROBINSON
674,AUDREY NIFFENEGGER
675,TIM FARRINGTON
676,CHAIM POTOK
677,SCOTT SPENCER
678,V. S. NAIPAUL
679,JEAN GIONO
680,ANNE-MARIE MARINA-MÉDIAVILLA
681,ALAIN-FOURNIER
682,DANIEL LEUWERS
683,ERICH MARIA REMARQUE
684,ALZIR HELLA
685,OLIVIER BOURNAC
686,ROY LEWIS
687,RENÉ BARJAVEL
688,ALEXANDRA DAVID-NÉEL
689,CHARLES BAUDELAIRE
690,MARIE-JEANNE DURRY
691,YVES FLORENN
692,JACQUES CHAMBON
693,HENRI ROBILLOT
694,RADIGUET
695,EMILE ZOLA
696,HENRI MITTERAND
697,WILLI GLASAUER
698,LOUIS PERGAUD
699,COLLECTIF
700,ROBERT A. (ANSON) HEINLEIN
701,STEN NADOLNY
702,CHERYL BENARD
703,EDIT SCHLAFFER
704,CHRISTA WICHTERICH
705,JOHN BLOFELD
706,CHRISTINE OBBO
707,PETER B HEIM
708,HERA LIND
709,JANE HAMILTON
710,JACK HIGGINS
711,MAX ALLAN COLLINS
712,DAVID GUTERSON
713,BERNHARD SCHLINK
714,CAROL BROWN JANEWAY
715,ERIC JEROME DICKEY
716,PATRICIA GAFFNEY
717,RICHARD PAUL EVANS
718,MARC LEVY
719,LANEY KATZ BECKER
720,VLADIMIR NABOKOV
721,JENNIFER LAUCK
722,JOE KEENAN
723,JEANNE RAY
724,TONY PARSONS
725,JANE MCCAFFERTY
726,LAURA ESQUIVEL
727,CATHLEEN TOELKE
728,CAROL &AMP; THOMAS
729,J. R. R. TOLKIEN
730,VENISE BERRY
731,JAN KARON
732,CORMAC MCCARTHY
733,CAROL HIGGINS CLARK
734,ANDREW GROSS
735,TRAVIS THRASHER
736,JOHN MCENROE
737,JOHN KAPLAN
738,SALLY MANDEL
739,LINDA LAY SHULER
740,JANET DAILEY
741,CLAUDE LANZMANN
742,SIMONE DE BEAUVOIR
743,LEMONY SNICKET
744,BRETT HELQUIST
745,MATTHEW THOMAS
746,BORIS VIAN
747,NOËL ARNAUD
748,CLAUDE COUFFON
749,LUIS SEPULVEDA
750,HUBERT SELBY
751,JACOB WEISBERG
752,DAVID LODGE
753,LILY SEAFIELD
754,PHILIP ARDAGH
755,IAIN BANKS
756,DAVID CROMBIE
757,JOHN STEINBECK
758,MICHAEL O'MARA
759,RICHARD BRASSEY
760,WILLIAM VANCE
761,JEAN VAN HAMME
762,R. W. HOLDER
763,FROM THE EDITORS OF SOUTHWATER
764,BERNARD WERBER
765,ANDY SLOSS
766,ALLAN ZOLA KRONZEK
767,ELIZABETH KRONZEK
768,CHARLES L SQUIRE
769,GORDON JARVIE
770,ALAN SPENCE
771,HELENE SIEGEL
772,KAREN GILLINGHAM
773,A A MILNE
774,A. A. MILNE
775,ERIC THOMPSON
776,ELIZABETH STROUT
777,DAVID SEDARIS
778,LESLIE FEINBERG
779,CHRIS ANNE WOLFE
780,LAUREN SANDERS
781,GAEL BAUDINO
782,LAUREN MADDISON
783,CAROL ANSHAW
784,JEAN STEWART
785,EMMA DONOGHUE
786,DEBORAH E. MCDOWELL
787,KAREN X. TULCHINSKY
788,JILL THOMPSON
789,JODY SEAY
790,MANDA SCOTT
791,JEFF FOXWORTHY
792,TERRY BROOKS
793,A. C. CRISPIN
794,MADELYN ARNOLD
795,TAMORA PIERCE
796,CAROLYN CHUTE
797,SARA ORWIG
798,MELISA MICHAELS
799,ISOBEL BIRD
800,FREDERIK POHL
801,C. M. KORNBLUTH
802,VONDA MCINTYRE
803,JOHN VARLEY
804,NANCY GARDEN
805,NICOLA GRIFFITH
806,JULIE CAMPBELL
807,LEE SMITH
808,JACQUELINE WOODSON
809,PAT SUMMITT
810,RICHARD BELZER
811,NICK HORNBY
812,ANDREW L JOHNSON
813,MARIAN BABSON
814,KATHLEEN O'NEAL GEAR
815,W. MICHAEL GEAR
816,PAUL PHIFER
817,PETER HOEG
818,ERMA BOMBECK
819,JOHN MORTIMER
820,E. L. DOCTOROW
821,SIMON SCHAMA
822,FRANK WATERS
823,KAREN HESSE
824,KENNETH OPPEL
825,S. D. SCHINDLER
826,CAROL RYRIE BRINK
827,RICHARD MANTEL
828,PAULINE BAYNES
829,SHELLY ROBERTS
830,DIANE DUANE
831,CAROLEE BROCKMAN
832,RACHEL ROBERTS
833,SHELLEY ROBERTS
834,LENSEY NAMIOKA
835,JACKIE EILEEN BEHREND
836,ANDREW CLEMENTS
837,BRIAN SELZNICK
838,LOIS LOWRY
839,BROTHER YUN
840,PAUL HATTAWAY
841,KATHERINE KHODOROWSKY
842,MILENA MOSER
843,PATRICIA HIGHSMITH
844,GABRIELE CONRAD
845,LORE STRASSL
846,JÜRGEN SPEH
847,TILL R. LOHMEYER
848,GABRIELE
849,STEPHEN R. DONALDSON
850,TODD HERZOG
851,SANDER GILMAN
852,JOHN BORNEMAN
853,ROBERT S. MCELVAINE
854,BRAM STOKER
855,MICHAEL A. STACKPOLE
856,LANGSTON HUGHES
857,CAROL MATTHEWS
858,CAROLE MATTHEWS
859,JACQUELINE L. TOBIN
860,RAYMOND G. DOBARD
861,MAUDE S. WAH
862,MARION ZIMMER BRADLEY
863,ANDREI CODRESCU
864,CAROLYNE AARSEN
865,JACK CHAPMAN
866,ANTHONY J ALESSANDRA
867,CHARLES R SWINDOLL
868,ORSON SCOTT CARD
869,V. A. HOWARD
870,J. H. BARTON
871,STEVE PIECZENIK
872,WALTER P. WILSON
873,BRUCE FRIES
874,MARTY FRIES
875,RUSH LIMBAUGH
876,ANNE DINGUS
877,KATE CHOPIN
878,KIRK KAZANJIAN
879,DONALD MERRIAM ALLEN
880,WILLIAM R. MAPLES
881,MICHAEL BROWNING
882,CARL HAUSMAN
883,RICHARD PECK
884,MICHAEL CONNELLY
885,JOHN LESCROART
886,JOHN JAKES
887,ALICE MCDERMOTT
888,HILARY BAILEY
889,HOWARD FAST
890,JESSICA FLETCHER
891,DONALD BAIN
892,EILEEN GOUDGE
893,ARNETTE LAMB
894,PIERS A. JACOB
895,MICHAEL SCHULTE
896,WALTER CRONKITE
897,TOM MULA
898,LOIS FAYE DYER
899,SHARON LAMB
900,SIR ARTHUR CONAN DOYLE
901,AGATHA CHRISTIE
902,MARK COHEN
903,SHERRY SHAHAN
904,BETSY HAYNES
905,HELEN R. MYERS
906,DELLA ROWLAND
907,IRVING ADLER
908,ELIZABETH PETERS
909,SHIRLEE BUSBEE
910,EMILY BRONTË
911,FRANK PERETTI
912,JOHN A. KEEL
913,JAN GABRIEL
914,REBECCA WINTERS
915,MEG CABOT
916,TANITH LEE
917,CATHY THACKER
918,RICHARD BURTON
919,BEVERLY HASTINGS
920,SAVINIEN CYRANO DE BERGERAC
921,G. STRACHAN
922,JAMES C. ROBERTSON
923,TERESA SOUTHWICK
924,BARBARA H. SOLOMON
925,JUDITH GUEST
926,SANDRA FIELD
927,HELEN BROOKS
928,BLANCHE FISHER WRIGHT
929,BLANCHE FISH WRIGHT
930,GEORGE GATELY
931,DEAN R. KOONTZ
932,JAMES LEE BURKE
933,MICHAEL CHABON
934,BARBARA MICHAELS
935,NORTON JUSTER
936,JULES FEIFFER
937,MICHAEL BLAKE
938,JOHN BELLAIRS
939,CAROLE NELSON DOUGLAS
940,WILLIAM GOLDMAN
941,MARC REISNER
942,MARK BOWDEN
943,JONATHAN PEARCE
944,EMILY BRONTE
945,ALAIN DE BOTTON
946,CHUCK PALAHNIUK
947,E. ANNIE PROULX
948,ADAM DAVIES
949,HARRY M. WALKER
950,NICHOLAS EVANS
951,L. M. MONTGOMERY
952,HERMANN VINKE
953,DAVID MITCHELL
954,CHARLES BUKOWSKI
955,HARUKI MURAKAMI
956,JAY RUBIN
957,FRANCES HODGSON BURNETT
958,GABRIELA DELLOSSO
959,PATRICIA C. WREDE
960,JACK LONDON
961,ALEX KERSHAW
962,BRUCE WILKINSON
963,DAVID KOPP
964,MALCOLM GOODWAY
965,ANN-MARIE MACDONALD
966,LINDA HOWARD
967,SUE MILLER
968,SHERI S. TEPPER
969,DR. SEUSS
970,THEODOR SEUSS GEISEL
971,TOBIAS WOLFF
972,ISAAC BASHEVIS SINGER
973,MAURICE SENDAK
974,GARY ZUKAV
975,ALFRED H. KELLY
976,HERMAN BELZ
977,WINIFRED A. HARBISON
978,JOHN M. COOPER
979,D. S. HUTCHINSON
980,JOHN M. COOP
981,B KLIBAN
982,JUDY BLUNT
983,WILLIAM TREVOR
984,ALICE WALKER
985,STEPHEN GAZI
986,WALLACE STEGNER
987,DON DELILLO
988,RALPH ELLISON
989,SHEL SILVERSTEIN
990,JHUMPA LAHIRI
991,LIZ TRIGG
992,TESSA EVELEGH
993,STEWART WALTON
994,SALLY WALTO
995,CHARLES SULLIVAN
996,TOM ROBBINS
997,URSULA HEGI
998,SAMUEL RICHARDSON
999,GEORGE SHERBURN
1000,VALERIE MARTIN
1001,GILL FARRER-HALLS
1002,JOHN MORDOCK
1003,MYRON KORACH
1004,SUSAN BOWES
1005,DIANA GABALDON
1006,ZADIE SMITH
1007,NATALIE GOLDBERG
1008,SUE GRAFTON
1009,WILLIAM J. KENNEDY
1010,BOB SHACOCHIS
1011,RANDY ALCORN
1012,NANCY COBB
1013,CONNIE GRIGSBY
1014,MARGRIET DE MOOR
1015,HELGA VAN BEUNINGEN
1016,DALE CARNEGIE
1017,CLIFFORD STOLL
1018,SANDRA CISNEROS
1019,GARY PAULSEN
1020,MARGUERITE HENRY
1021,WESLEY DENNIS
1022,SHERRY GARLAND
